Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Monaco,34,84.38,77.34,84.38,93.75,26.56,51.04,81.77,78.65,70.31,71.35,66.15,68.75,71.88,73.44,65.62,43.75,78.12,83.33,76.56,90.62,91.41,14.84,92.71,60.94,92.71,93.75,94.79,47.14,100.0,84.9,87.76,92.19,7.29,70.83,95.83,37.5,32.55,76.04,18.23,12.5,84.9,84.9,81.25,76.04,49.48,66.15,91.67,89.58,71.88,16.15,19.27,70.31,38.8,11.98,11.98,8.85,60.94,22.66,66.15,38.8,30.99,95.31,39.58,67.19,15.1,69.53,51.3,61.72,81.25,61.72,57.55,73.96,41.15,48.18,28.12,37.5,19.27,61.72,43.75,46.35,75.26,29.43,36.98,9.38,91.15,82.81,82.81,93.23,65.62,84.9,57.29,58.85,32.81,48.44,65.1,47.14,85.94,79.69,82.81,29.17,77.08
Montpellier,34,42.19,51.3,55.73,64.06,83.07,72.4,50.52,35.42,24.48,23.96,16.15,17.71,26.04,23.44,79.17,86.98,32.29,31.77,41.67,35.94,22.92,45.57,35.42,39.58,34.11,84.11,83.33,92.71,19.53,70.57,82.81,93.23,4.17,75.52,65.36,80.73,87.5,25.0,57.29,44.27,30.21,22.4,37.76,25.0,57.81,60.94,51.56,71.35,65.62,22.14,43.75,24.48,65.1,35.68,77.08,27.6,91.15,57.03,56.77,53.65,22.14,79.69,50.26,44.79,30.21,53.65,72.66,81.25,66.67,46.88,47.14,73.96,41.15,52.34,64.58,66.15,31.25,68.23,65.1,81.77,68.49,8.33,51.04,25.52,37.5,47.92,38.02,83.85,65.62,30.21,37.24,27.08,10.94,30.73,43.75,22.92,60.94,60.42,84.38,34.9,53.65
Monza,38,22.66,19.01,37.5,14.84,42.19,45.31,40.1,26.82,71.35,66.67,61.46,54.69,83.85,82.29,88.02,64.58,32.29,21.61,46.35,45.83,28.12,75.78,26.56,71.35,27.08,25.52,26.56,56.77,8.33,22.66,26.82,7.29,97.4,15.89,19.79,34.9,79.69,62.5,84.38,82.29,59.38,35.42,26.82,62.5,7.81,8.33,60.94,72.4,52.08,83.33,85.42,71.35,38.8,28.65,14.58,43.49,35.68,90.62,25.0,23.44,77.86,1.56,37.5,57.29,9.9,60.94,72.66,79.69,72.14,77.08,73.18,85.16,41.15,66.41,70.05,54.17,72.92,95.31,61.2,56.25,29.69,16.15,40.1,90.62,36.46,36.98,34.38,25.0,76.56,38.8,41.15,83.85,82.81,90.1,87.5,82.29,29.69,88.54,80.21,77.34,27.08
Nantes,34,14.06,22.66,20.83,33.59,50.78,51.04,23.44,11.98,36.98,32.81,33.85,32.29,41.67,41.15,38.02,54.17,8.07,39.58,19.79,45.31,31.77,69.01,45.83,43.49,46.35,66.93,65.1,81.77,55.47,21.88,75.0,77.34,25.0,16.67,81.25,59.11,91.67,29.69,57.81,27.08,42.71,26.04,28.12,29.69,10.94,17.45,65.1,51.3,45.57,47.4,75.26,36.46,68.23,49.48,77.08,20.31,46.35,67.97,66.15,15.36,77.86,40.1,32.03,52.34,50.78,35.94,57.29,47.4,51.3,85.16,89.32,32.29,87.76,71.61,69.27,69.79,50.52,83.33,61.2,72.92,88.28,45.83,42.19,63.02,46.35,20.83,33.33,73.18,65.62,16.41,31.25,44.79,46.88,47.92,30.73,45.05,59.9,64.06,32.81,36.72,82.81
Napoli,38,59.38,78.12,95.31,80.73,67.19,87.5,94.79,52.34,90.1,90.62,87.5,87.5,84.9,86.98,90.1,72.92,53.12,58.07,94.27,89.58,89.84,65.36,83.33,84.9,83.33,27.86,21.88,12.5,49.74,80.21,24.48,29.17,61.2,5.21,5.99,10.42,88.8,89.06,8.33,34.38,92.19,91.15,89.06,89.06,75.52,59.9,73.96,83.85,69.27,92.19,69.79,90.1,62.5,28.65,22.92,88.54,64.84,40.89,83.33,68.75,77.86,15.62,47.92,48.96,41.41,67.19,10.94,6.25,36.98,31.77,24.48,85.16,41.15,30.21,5.99,7.81,27.86,34.11,20.83,18.75,11.98,57.29,48.44,91.15,83.85,93.23,87.5,22.14,76.56,25.0,46.35,88.02,92.71,77.6,90.62,17.19,29.17,51.3,13.02,38.02,16.93
Newcastle Utd,38,91.93,91.67,78.12,80.73,83.07,77.34,80.73,93.23,64.06,66.15,74.48,75.0,55.73,54.69,26.04,22.92,83.85,77.34,80.21,48.44,84.9,53.65,63.02,74.48,63.02,70.31,63.02,63.02,66.15,73.18,52.08,75.0,14.58,86.46,24.74,42.19,30.21,67.19,44.79,75.52,49.48,73.44,92.19,67.19,69.79,75.52,48.44,56.77,85.42,87.24,4.69,65.62,58.85,68.49,45.57,86.46,76.82,60.94,87.24,57.81,47.14,45.83,41.41,70.83,49.48,34.11,74.48,75.52,62.24,42.71,41.67,73.96,41.15,70.31,11.72,14.32,5.21,97.4,65.1,31.51,50.52,75.0,32.81,45.83,67.71,84.38,91.15,61.46,65.62,63.28,70.83,61.46,68.75,53.39,44.79,11.98,70.31,60.42,53.12,31.77,62.24
Nice,34,35.42,66.15,66.67,59.9,75.52,72.4,64.58,40.62,76.04,72.92,83.85,84.38,69.79,66.67,7.29,4.17,23.96,48.7,56.77,35.42,44.79,53.65,46.35,75.52,45.57,39.84,31.77,39.06,49.74,68.23,66.93,31.25,91.15,51.56,51.82,15.62,61.2,73.96,54.69,79.69,78.65,37.5,54.69,73.96,93.49,93.23,93.75,92.71,56.51,26.04,9.9,76.56,76.04,35.68,77.08,50.78,42.45,62.5,83.33,23.44,47.14,62.5,28.12,76.04,2.08,92.45,6.51,7.81,96.09,77.08,57.55,92.97,41.15,6.77,5.99,3.12,66.15,57.29,10.94,20.83,68.49,19.53,23.44,10.94,48.44,56.77,52.34,44.27,89.32,13.28,61.46,85.42,79.17,77.08,46.35,79.69,76.56,74.48,70.31,68.75,85.42
Nott'ham Forest,38,50.26,45.05,36.46,32.55,19.01,13.8,34.38,55.73,17.71,15.62,29.43,29.43,13.54,14.58,14.06,20.83,70.05,23.44,29.69,21.35,25.0,27.86,18.49,35.68,18.23,92.19,85.16,95.83,30.47,41.93,70.31,49.74,69.27,81.77,56.77,94.79,45.83,17.19,52.08,45.83,14.06,28.12,44.27,17.19,28.65,28.91,15.62,25.0,41.93,77.6,72.92,18.23,51.82,53.91,33.07,61.98,17.71,27.34,20.83,68.75,35.68,36.72,83.33,32.29,45.57,24.48,43.49,25.0,17.71,31.77,41.67,32.29,41.15,32.55,82.29,59.38,11.46,52.08,65.1,87.5,84.9,21.09,75.52,84.38,19.79,37.5,37.5,80.73,28.91,44.79,64.58,20.31,28.12,11.46,27.08,74.74,42.71,2.6,11.98,90.62,69.79
Osasuna,38,39.58,20.05,21.35,17.19,42.19,45.31,18.75,34.64,29.69,34.38,28.12,30.21,29.69,33.33,77.08,94.79,44.01,36.46,16.67,51.04,34.64,88.54,36.46,15.62,36.46,14.06,14.84,18.49,13.54,50.78,12.24,13.02,75.78,28.65,13.28,55.73,30.21,29.17,11.46,5.21,36.46,64.06,30.21,29.17,11.46,12.76,19.27,27.08,7.81,71.61,76.04,29.17,61.46,28.65,45.57,13.54,26.56,46.09,47.4,82.55,77.86,34.9,96.09,10.42,25.52,49.48,32.81,21.61,62.24,17.97,20.05,73.96,41.15,46.61,95.83,91.41,56.77,11.2,48.96,60.42,50.52,83.33,94.79,80.21,30.73,18.49,27.6,11.46,65.62,67.97,79.69,14.58,21.61,15.62,28.12,29.69,35.42,35.68,21.09,87.5,45.05
Paris S-G,34,95.31,93.75,83.33,89.84,83.07,87.5,88.02,97.4,98.96,98.96,94.79,95.83,99.48,100.0,79.69,14.06,96.35,91.41,90.62,99.48,91.41,25.0,98.44,95.31,98.44,68.75,72.4,41.93,57.81,97.4,63.28,71.88,24.22,22.92,34.9,16.15,9.38,98.96,64.06,70.83,98.44,96.88,91.67,98.96,97.92,96.88,100.0,98.96,97.4,76.04,45.57,98.96,91.41,49.48,45.57,80.47,33.33,59.9,92.45,53.65,77.86,73.96,3.65,95.83,47.4,89.32,45.83,65.89,81.25,46.88,47.14,73.96,41.15,29.43,2.6,1.04,29.17,43.49,28.65,31.51,23.7,45.83,3.12,70.31,97.4,91.93,92.71,70.83,65.62,74.22,59.38,98.44,85.42,99.48,99.48,42.71,74.48,92.19,93.23,51.04,27.6
RB Leipzig,34,91.93,90.62,88.02,95.83,50.78,72.4,86.98,92.19,80.21,82.29,76.56,77.6,93.23,93.23,41.15,16.67,88.54,96.88,87.5,76.04,82.29,65.36,82.29,83.59,82.03,39.84,36.46,27.08,77.86,35.42,29.43,25.0,80.21,85.94,16.67,45.83,43.49,82.29,18.75,59.64,89.06,70.31,86.46,82.29,60.94,78.12,75.0,81.25,70.83,66.67,16.15,81.77,78.12,68.49,45.57,79.17,53.65,32.29,83.33,53.65,47.14,69.27,50.26,67.19,34.9,78.12,12.5,14.06,66.67,46.88,47.14,32.29,87.76,15.36,7.29,10.42,81.77,46.88,57.81,39.32,39.84,80.99,44.27,40.1,81.77,88.54,83.85,32.03,65.62,74.22,69.79,73.96,66.67,79.69,66.67,51.04,86.46,31.25,47.92,33.59,41.67
Rayo Vallecano,38,7.03,23.7,54.43,52.86,67.19,53.65,44.79,4.95,32.81,36.46,37.5,36.46,31.77,32.29,39.58,83.85,1.04,15.89,23.96,44.79,30.73,60.16,40.1,17.45,40.1,59.9,51.3,40.62,87.5,35.42,27.6,48.96,34.38,34.38,40.36,67.45,53.91,36.46,27.08,36.46,39.06,46.88,21.61,36.46,45.31,33.59,22.92,17.45,17.97,19.27,14.84,33.33,10.94,28.65,22.92,5.73,94.79,9.9,34.64,82.55,35.68,62.5,57.81,26.56,16.93,67.19,31.51,36.2,78.65,17.97,20.05,73.96,41.15,35.16,55.21,76.82,23.44,56.51,63.54,59.11,32.29,55.21,67.19,8.85,33.33,33.07,20.31,38.54,65.62,5.73,21.88,23.18,42.97,26.04,8.33,13.54,23.44,64.06,59.9,11.46,29.69
Real Madrid,38,93.75,87.5,89.06,96.35,22.66,45.31,91.15,96.35,95.83,94.79,97.92,97.4,83.33,80.21,70.83,18.75,94.27,86.46,91.15,95.83,89.06,24.48,93.23,95.83,93.23,22.92,47.14,21.61,26.04,73.18,8.33,5.21,94.01,29.17,31.25,15.1,40.62,93.75,46.35,66.93,94.27,94.27,93.23,93.75,96.35,90.62,93.23,96.88,96.88,94.27,51.82,96.35,76.04,41.41,45.57,91.93,95.83,23.44,34.64,85.16,47.14,25.78,7.81,98.96,42.19,97.92,7.81,19.27,98.7,15.36,20.05,32.29,41.15,6.77,4.17,2.6,36.98,58.07,25.0,42.19,66.41,50.78,2.6,90.1,94.27,93.75,93.75,22.92,28.91,90.89,88.02,97.92,98.44,96.35,93.75,91.67,40.1,94.53,95.83,61.46,69.27
Real Sociedad,38,49.22,31.51,41.93,39.06,42.19,29.95,31.77,42.19,55.21,58.33,52.6,55.73,60.42,63.02,60.42,58.07,53.12,42.71,27.6,52.08,25.52,30.73,47.4,60.42,48.44,66.15,74.74,33.59,89.58,75.0,36.98,28.65,83.33,31.77,9.11,43.75,35.94,56.77,17.71,24.48,68.23,57.81,40.62,57.29,56.77,56.77,41.67,43.75,59.11,29.69,25.0,54.69,24.48,62.24,77.08,2.08,58.07,13.28,20.83,38.8,47.14,41.41,96.88,4.17,12.24,86.2,15.62,23.44,84.64,61.72,61.46,73.96,41.15,18.49,67.71,50.26,55.47,9.9,12.76,17.19,23.7,83.33,96.88,20.83,48.96,32.29,38.54,57.81,65.62,59.9,67.71,45.31,39.58,49.48,53.12,82.81,60.42,72.66,74.48,80.21,35.42
Reims,34,39.58,45.05,44.01,30.73,36.72,36.46,44.27,42.71,45.31,47.4,30.21,32.81,58.85,58.33,85.94,80.73,38.8,59.9,50.52,69.27,37.5,66.41,69.79,62.24,69.27,89.06,88.02,78.91,82.29,84.9,86.46,83.33,24.22,57.55,84.9,54.17,61.2,47.92,52.6,41.15,55.73,54.17,43.23,47.92,73.44,80.21,76.56,66.15,60.16,15.1,38.02,45.83,60.42,49.48,27.6,22.92,14.06,11.46,56.77,30.73,47.14,87.5,36.72,68.75,2.08,57.81,33.85,29.43,51.3,69.79,73.18,73.96,41.15,35.16,31.77,33.33,71.35,87.5,15.1,79.17,81.25,73.96,33.85,14.58,69.27,41.67,45.57,86.98,65.62,31.51,55.21,46.35,14.06,63.8,62.5,64.84,82.29,31.25,39.58,42.71,70.31
Rennes,34,67.71,73.18,73.96,67.97,92.71,91.15,78.65,69.27,65.62,63.02,48.44,49.48,76.04,78.65,86.46,59.38,45.05,58.07,67.71,82.29,75.52,38.8,90.1,58.33,89.58,35.42,33.33,48.7,22.4,63.28,62.5,39.58,75.78,36.98,78.65,42.71,61.2,65.1,31.77,27.6,66.15,74.48,65.1,65.1,80.73,88.02,88.02,93.23,47.66,59.11,14.84,66.15,72.4,35.68,77.08,34.38,86.46,90.1,93.75,74.74,22.14,52.34,30.73,52.34,8.33,59.64,45.83,53.12,45.83,25.78,35.68,32.29,41.15,21.88,41.67,50.26,57.29,49.48,31.25,48.96,76.56,59.11,40.89,32.55,85.42,79.69,64.32,43.75,28.91,44.79,30.21,70.31,40.1,70.83,89.06,72.4,86.98,13.28,71.35,25.0,78.65
Roma,38,72.14,51.3,45.83,31.51,92.71,91.15,55.73,73.96,72.92,72.4,73.96,72.4,76.56,77.08,49.48,30.21,71.35,36.46,55.47,66.67,58.33,69.01,53.65,59.38,55.73,26.04,28.12,25.0,43.23,53.91,15.62,21.09,66.15,12.5,6.77,28.65,30.21,66.67,55.73,61.98,71.88,43.49,47.4,66.15,6.77,10.42,57.81,65.62,50.26,98.96,80.99,72.92,27.34,53.91,45.57,46.88,51.56,49.22,77.34,57.81,26.3,4.43,51.04,65.1,19.79,71.35,31.51,40.36,66.67,42.71,31.25,73.96,87.76,24.48,27.6,17.19,31.77,45.31,41.15,52.08,58.33,9.9,46.35,98.18,55.21,60.94,53.91,21.35,76.56,92.97,68.75,75.0,80.73,72.4,61.46,28.12,41.93,46.61,72.4,79.69,54.95
Salernitana,38,11.98,5.21,17.19,9.9,22.66,15.89,14.58,11.46,19.79,18.49,32.29,29.43,15.1,15.36,10.94,31.77,19.01,3.65,20.83,17.19,10.94,48.7,15.62,13.54,15.89,15.1,22.4,46.35,12.24,9.64,21.88,14.06,85.42,33.85,19.79,74.22,53.91,15.1,42.19,18.75,28.12,13.54,7.81,15.1,11.98,7.29,17.19,23.96,17.19,57.81,58.85,20.31,33.33,53.91,45.57,49.74,77.6,58.59,20.83,17.71,35.68,7.29,63.54,9.9,52.08,11.98,79.17,70.31,11.98,82.81,89.32,32.29,41.15,78.12,61.72,82.29,12.76,17.19,86.46,90.62,16.41,32.29,82.55,64.58,13.54,13.54,8.85,20.31,28.91,59.9,9.38,23.96,50.0,17.71,12.5,61.98,5.73,15.89,16.15,13.02,7.29
Sassuolo,38,31.77,19.01,39.58,33.59,75.52,72.4,48.44,34.64,18.75,16.15,18.75,15.62,23.44,21.35,32.29,53.39,28.65,14.58,42.19,34.64,26.56,26.3,33.85,43.49,34.9,9.38,12.5,15.1,12.24,32.29,13.02,19.27,66.15,29.69,16.15,57.29,40.62,11.46,29.17,9.9,17.19,33.85,27.6,11.46,23.44,30.21,17.71,40.62,44.27,72.4,39.58,18.75,73.7,41.41,33.07,84.9,30.21,99.48,70.05,15.36,14.32,3.12,40.1,20.05,31.51,18.23,55.47,30.73,13.8,85.16,80.73,73.96,94.79,61.72,65.1,71.88,41.93,38.54,66.67,77.86,39.84,30.99,62.5,60.68,38.02,45.31,26.04,12.24,86.46,59.9,5.21,25.52,30.99,28.12,23.96,33.85,65.1,4.95,7.81,26.04,32.03
Sevilla,38,42.19,30.21,54.43,52.86,22.66,15.89,61.46,50.0,46.88,49.48,53.12,52.6,42.71,44.27,77.6,85.94,35.16,42.71,55.47,64.58,46.35,98.44,47.92,42.71,48.96,85.94,95.31,91.93,49.74,57.03,75.52,55.73,61.2,26.56,42.71,57.81,75.26,52.6,23.18,50.0,44.79,66.67,35.42,52.6,37.5,39.06,35.42,38.02,36.46,25.0,77.6,47.4,10.94,41.41,77.08,31.25,59.38,27.34,20.83,57.81,35.68,59.64,85.68,39.84,49.48,52.08,58.07,61.72,45.83,42.71,53.39,32.29,41.15,52.34,78.65,76.82,18.23,68.23,73.44,52.86,54.69,36.46,74.48,47.4,47.4,55.73,45.57,87.76,28.91,53.91,81.51,41.67,57.81,39.06,41.15,97.4,51.04,60.42,69.27,52.6,51.04
Sheffield Utd,38,8.85,15.89,8.33,9.38,59.11,45.31,6.77,7.29,2.08,3.65,7.81,9.38,1.04,1.56,0.52,35.94,4.69,5.73,5.73,3.65,9.38,10.42,3.12,3.65,3.12,86.98,74.74,90.62,60.16,65.36,50.0,60.68,36.46,89.32,67.71,98.44,25.26,3.65,82.81,34.9,1.56,7.81,16.93,3.65,23.96,20.57,2.08,4.69,27.08,92.71,45.57,2.08,20.57,28.65,22.92,64.58,4.17,50.52,34.64,38.8,2.08,7.81,83.85,5.73,21.35,3.65,97.92,95.31,10.94,61.72,53.39,32.29,94.79,95.31,90.1,94.79,27.86,15.1,93.23,95.31,75.26,78.91,90.1,85.42,3.12,5.21,12.5,66.93,76.56,16.41,15.62,3.65,8.33,5.21,1.04,18.23,21.35,11.46,23.44,30.73,50.0
Strasbourg,34,29.69,37.24,18.23,23.44,36.72,36.46,18.23,26.82,35.42,29.17,20.83,19.27,54.17,52.08,47.92,39.58,26.56,39.58,22.92,37.5,24.48,50.0,33.33,38.54,32.81,85.16,84.38,87.76,77.86,39.06,81.77,62.24,58.59,63.54,87.24,56.77,38.02,27.08,60.94,50.52,36.98,16.15,14.58,27.08,62.5,76.04,62.5,75.78,20.57,66.15,25.52,35.94,82.55,58.33,45.57,14.58,72.4,91.15,56.77,53.65,22.14,22.92,28.12,57.81,19.79,49.48,19.27,12.24,26.3,46.88,47.14,73.96,41.15,20.83,51.04,47.4,39.84,26.3,21.61,50.78,44.01,65.36,34.38,50.52,33.85,17.71,15.62,84.38,65.62,23.44,29.17,50.26,32.29,55.47,51.56,90.1,81.77,4.95,14.58,43.75,42.71
Stuttgart,34,95.31,96.35,88.54,94.79,63.8,77.34,90.62,96.88,94.79,96.35,96.88,96.35,94.79,93.75,52.6,32.29,95.83,98.44,89.06,88.54,89.84,72.14,86.98,80.47,86.46,38.54,35.94,19.79,76.04,64.32,35.94,35.42,61.98,42.71,35.94,43.23,43.49,96.88,61.98,77.6,97.92,88.02,82.29,96.88,77.6,80.73,84.9,81.77,77.6,22.14,17.45,94.79,87.5,68.49,45.57,91.93,42.45,73.18,83.33,74.74,22.14,71.88,52.08,49.74,23.18,78.12,24.74,36.2,81.25,25.78,35.68,32.29,41.15,15.36,54.69,32.81,90.1,46.88,4.69,26.82,64.58,91.15,49.48,11.98,86.98,92.71,85.68,35.94,28.91,65.36,51.56,91.41,91.15,86.98,65.62,43.49,80.21,31.25,81.25,85.94,75.0
Torino,38,15.89,13.02,26.04,13.54,22.66,15.89,28.65,17.71,46.35,46.35,51.56,50.52,48.44,46.88,23.96,34.38,32.29,27.34,40.1,38.54,40.89,86.46,39.06,67.45,37.5,5.21,3.65,7.81,24.22,13.02,1.04,1.04,98.96,2.6,55.21,19.79,35.94,39.06,34.9,29.17,46.35,42.19,22.92,39.06,18.75,16.67,40.62,43.23,22.4,65.62,80.21,45.31,68.23,62.24,45.57,35.42,46.35,54.69,25.0,38.8,77.86,13.28,84.38,23.44,12.24,90.1,23.7,40.36,92.97,61.72,73.18,32.29,41.15,10.16,91.41,93.75,89.06,64.06,53.12,25.0,77.34,55.21,82.55,80.99,43.23,25.52,27.08,1.56,28.91,36.72,47.92,50.26,62.5,52.08,32.81,47.92,22.4,70.05,90.1,34.38,90.62
Tottenham,38,78.12,86.2,85.42,88.54,22.66,15.89,87.5,79.69,93.75,93.23,96.35,96.88,90.62,90.1,2.08,0.52,88.02,89.58,88.54,92.71,94.27,34.64,96.35,96.35,96.88,91.67,92.19,73.7,73.44,98.44,87.76,79.17,41.15,57.55,71.35,46.35,10.16,93.23,79.69,88.54,84.38,95.31,96.88,93.23,88.54,77.34,92.19,84.9,98.44,59.11,12.76,93.23,31.77,41.41,33.07,63.02,93.23,20.31,25.0,38.8,26.3,60.94,13.02,80.73,2.08,38.02,49.48,42.97,36.98,61.72,73.18,32.29,41.15,67.97,2.08,6.25,86.46,80.99,23.7,50.0,59.38,95.31,13.54,31.77,96.88,88.02,95.83,91.67,28.91,51.82,34.9,90.62,89.06,83.59,60.42,83.33,30.21,56.25,35.94,4.69,58.59
Toulouse,34,44.53,31.51,31.25,32.55,75.52,87.5,32.29,50.52,45.83,45.83,45.31,48.96,53.65,52.6,31.77,16.15,47.4,50.52,38.54,59.9,47.92,36.98,67.71,39.06,67.19,80.21,70.57,70.31,79.17,64.32,74.22,81.77,16.67,77.34,54.69,68.75,82.55,45.83,32.29,23.44,61.98,49.48,53.12,45.83,48.96,58.07,71.88,65.1,56.51,57.81,62.24,46.35,42.19,68.49,45.57,6.25,91.67,73.18,92.45,63.54,77.86,73.44,65.1,53.12,0.52,59.64,35.94,36.2,36.98,36.98,47.14,32.29,41.15,41.67,14.06,16.67,3.65,3.65,32.81,64.06,4.95,10.94,54.17,66.67,60.68,34.9,50.52,74.74,28.91,55.47,75.52,48.44,29.69,43.23,58.33,25.0,71.35,56.25,45.83,26.56,3.12
Udinese,38,16.67,17.71,41.93,25.52,31.77,29.95,38.02,17.71,4.69,2.6,4.69,4.17,5.21,3.65,11.46,11.98,13.54,7.81,31.77,14.58,7.29,53.65,8.85,36.98,8.85,43.75,58.85,82.29,24.22,8.85,50.0,34.64,78.65,52.86,53.12,96.35,66.15,3.12,28.12,13.02,5.21,8.33,11.98,3.12,65.62,65.62,6.25,28.65,33.07,15.1,37.5,4.69,30.47,28.65,22.92,23.44,44.27,67.97,47.4,23.44,47.14,22.14,74.22,55.21,16.93,56.25,38.28,38.28,51.3,77.08,85.16,32.29,41.15,38.8,47.4,42.19,1.04,7.55,61.98,92.19,7.29,3.65,59.38,13.8,11.98,33.85,10.42,53.91,28.91,34.11,86.98,17.71,20.31,13.02,32.29,88.8,56.77,43.23,45.31,49.48,4.69
Union Berlin,34,17.45,30.21,36.98,31.51,36.72,63.02,35.42,25.78,22.92,26.04,20.31,20.31,25.0,26.56,53.12,78.65,23.96,39.58,37.76,28.12,33.33,72.14,30.21,5.73,30.21,51.56,65.1,32.81,77.86,44.79,38.28,30.21,71.09,94.27,63.28,94.27,66.15,28.65,64.58,67.71,21.88,26.56,40.1,28.65,19.79,15.62,15.1,7.81,23.44,27.86,41.67,22.92,68.23,13.28,19.27,50.78,21.88,46.09,40.1,30.73,47.14,60.42,92.71,6.51,33.85,28.39,69.53,60.94,45.83,69.79,57.55,88.28,41.15,64.84,80.21,74.48,69.79,86.2,54.69,88.28,99.48,59.11,93.23,28.65,24.48,31.77,35.94,51.56,81.77,19.53,51.04,15.36,11.46,17.19,29.69,85.42,17.71,31.25,33.85,61.98,92.19
Valencia,38,27.86,25.52,10.94,14.84,83.07,77.34,10.94,23.44,20.83,22.92,28.65,30.73,20.83,18.75,10.42,42.97,18.23,11.2,8.85,17.71,14.06,46.88,20.31,20.31,19.79,69.79,56.51,73.7,61.72,41.93,59.38,53.39,51.04,25.0,50.52,78.12,75.26,20.31,30.21,38.02,26.56,20.31,9.9,20.31,41.15,29.69,20.83,25.78,31.25,46.61,48.96,20.83,85.42,28.65,33.07,28.39,81.25,43.49,77.34,50.52,35.68,51.56,53.12,15.36,39.58,73.96,39.58,49.48,78.65,50.0,31.25,91.15,41.15,45.05,66.93,85.94,16.41,32.81,56.51,70.05,88.28,36.46,71.88,47.4,18.23,11.46,11.2,57.81,86.46,34.11,8.33,18.75,23.96,30.21,3.65,38.54,16.67,86.72,73.96,10.42,83.85
Villarreal,38,72.14,63.54,45.31,57.81,59.11,63.02,54.95,72.92,57.29,50.52,57.81,54.17,60.94,57.03,55.21,32.81,73.96,66.67,57.29,57.03,73.44,70.83,64.06,47.92,64.32,29.43,34.38,45.31,21.88,47.4,23.7,20.05,78.65,20.31,37.76,64.84,53.91,49.48,89.06,72.4,40.62,53.65,57.81,49.48,67.71,71.35,36.46,53.12,66.67,54.17,22.66,56.77,8.85,13.28,14.58,26.04,72.92,13.28,63.28,50.52,47.14,14.58,48.96,86.98,23.96,28.39,83.33,89.06,27.86,50.0,61.46,32.29,41.15,71.61,42.19,30.21,52.6,77.86,57.29,96.88,66.41,43.75,27.08,34.11,62.5,58.85,64.32,27.34,28.91,78.12,96.88,69.79,73.44,75.52,69.79,53.91,69.27,43.23,67.19,70.83,38.54
Werder Bremen,34,52.08,54.43,40.1,30.21,63.8,63.02,41.67,58.85,43.23,47.92,35.94,40.1,50.0,51.56,84.38,79.69,55.21,70.31,52.08,32.81,55.47,76.82,34.9,25.26,35.94,75.26,63.54,78.91,76.04,35.42,84.38,74.48,40.36,79.17,45.31,84.38,66.15,50.0,88.02,88.02,45.83,17.71,37.76,50.0,34.9,32.81,39.06,27.6,20.57,33.85,68.75,43.23,53.39,58.33,77.08,53.91,58.85,24.48,66.15,38.8,47.14,72.92,76.56,12.5,32.29,40.1,67.19,65.89,45.83,61.72,73.18,32.29,41.15,69.01,70.05,49.48,75.0,94.27,45.31,75.52,88.28,61.46,84.9,50.0,32.81,44.53,40.62,78.91,28.91,40.89,23.7,38.54,17.97,40.36,63.02,50.52,41.93,64.06,51.56,86.98,78.12
